Data Filename,Sample Type,FA,Ret Time,Area,Height,Conc,,,Area %,Height %,,Notes
PLCA_09F0719_0108_342020_19.qgd,Unknown,18:1w7c,24.307,68323,15612,0.5779,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,18:1w7c,24.313,57783,12710,0.4887,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,18:1w7c,24.323,52548,11431,0.4444,-----,-----,42.7988,46.6914,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,18:1nX,24.769,24859,5186,0.2103,-----,-----,83.8358,79.6498,1,unknown omega
DEME_04F0245_0034_342020_27.qgd,Unknown,18:1nX,24.788,20984,4821,0.1775,-----,-----,58.967,48.7364,1,unknown omega
DEME_12F1165_0090_342020_21.qgd,Unknown,18:1nX,24.786,23650,5061,0.2,-----,-----,53.0566,47.6374,1,unknown omega
DEME_13F1242_0087_342020_22.qgd,Unknown,18:1nX,24.78,28243,6295,0.2389,-----,-----,64.8579,55.5948,1,unknown omega
DEME_14F1312_0088_342020_12.qgd,Unknown,18:1nX,24.806,75567,14804,0.6391,-----,-----,63.5738,58.4722,1,unknown omega
DEME_15F1416_0089_342020_13.qgd,Unknown,18:1nX,24.796,53940,12348,0.4562,-----,-----,62.7341,60.2959,1,unknown omega
HIGR_07F0558_0050_342020_26.qgd,Unknown,18:1nX,24.77,16846,3872,0.1425,-----,-----,81.1035,77.3472,1,unknown omega
HIGR_11F0992_0124_342020_18.qgd,Unknown,18:1nX,24.778,20312,4288,0.1718,-----,-----,80.6992,66.885,1,unknown omega
HIGR_12F1091_0125_342020_16.qgd,Unknown,18:1nX,24.788,12169,2533,0.1029,-----,-----,75.1683,60.8163,1,unknown omega
IRCO_08F0676_0069_342020_10.qgd,Unknown,18:1nX,24.789,3,12,0,-----,-----,100,100,1,unknown omega
IRCO_09F0720_0070_342020_11.qgd,Unknown,18:1nX,24.797,6,18,0.0001,-----,-----,100,100,1,unknown omega
IRCO_10F0875_0071_342020_23.qgd,Unknown,18:1nX,24.787,-1,14,0,-----,-----,0,100,1,unknown omega
IRCO_15F1424_0105_342020_20.qgd,Unknown,18:1nX,24.766,354,183,0.003,-----,-----,24.5492,26.9912,1,unknown omega
PHAN_02F0095_0051_342020_8.qgd,Unknown,18:1nX,24.803,605,145,0.0051,-----,-----,8.8944,6.2312,1,unknown omega
PHAN_03F0175_0052_342020_9.qgd,Unknown,18:1nX,24.759,895,187,0.0076,-----,-----,18.5531,16.8317,1,unknown omega
PHAN_04F0230_0053_342020_25.qgd,Unknown,18:1nX,24.75,252,69,0.0021,-----,-----,5.3198,6.6029,1,unknown omega
PLCA_09F0719_0108_342020_19.qgd,Unknown,18:1nX,24.772,1181,264,0.01,-----,-----,4.7477,2.9935,1,unknown omega
PLCA_14F1214_0106_342020_14.qgd,Unknown,18:1nX,24.783,824,270,0.007,-----,-----,2.8447,2.6685,1,unknown omega
PLCA_15F1397_0107_342020_15.qgd,Unknown,18:1nX,24.786,4419,842,0.0374,-----,-----,14.9412,9.9199,1,unknown omega
DEME_03F0154_0033_342020_7.qgd,Unknown,18:2w6c,25.638,1818315,393090,7.6922,-----,-----,98.382,97.8125,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,18:2w6c,25.658,1973980,389768,8.3507,-----,-----,98.5689,98.549,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,18:2w6c,25.659,2058288,418771,8.7074,-----,-----,98.268,98.0873,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,18:2w6c,25.639,1397627,283232,5.9125,-----,-----,97.319,97.3356,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,18:2w6c,25.716,4688981,855585,19.8363,-----,-----,98.3879,98.3699,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,18:2w6c,25.678,2832377,560658,11.9821,-----,-----,97.9305,98.06,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,18:2w6c,25.627,816707,170894,3.455,-----,-----,96.6986,96.7903,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,18:2w6c,25.639,1018975,221594,4.3107,-----,-----,98.1894,97.991,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,18:2w6c,25.629,628160,137026,2.6574,-----,-----,95.5592,95.0012,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,18:2w6c,25.611,45349,9095,0.1918,-----,-----,90.611,82.3822,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,18:2w6c,25.599,31923,6277,0.135,-----,-----,89.694,81.4032,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,18:2w6c,25.606,72945,15301,0.3086,-----,-----,88.0054,81.2457,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,18:2w6c,25.622,88249,17988,0.3733,-----,-----,95.7604,90.2287,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,18:2w6c,25.61,193217,41293,0.8174,-----,-----,84.7142,85.4415,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,18:2w6c,25.611,72668,15786,0.3074,-----,-----,71.5539,73.1409,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,18:2w6c,25.613,325515,68759,1.3771,-----,-----,83.718,82.4785,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,18:2w6c,25.625,266372,51780,1.1269,-----,-----,91.2139,87.3865,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,18:2w6c,25.629,67813,13259,0.2869,-----,-----,42.5184,39.6063,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,18:2w6c,25.617,113099,21289,0.4785,-----,-----,86.5445,84.3095,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,18:3w6,26.525,72444,13902,0.3659,-----,-----,92.4644,88.3789,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,18:3w6,26.544,241313,44030,1.2188,-----,-----,99.5269,98.4329,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,18:3w6,26.546,169548,34655,0.8563,-----,-----,89.3623,88.1224,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,18:3w6,26.54,87263,17192,0.4407,-----,-----,88.3783,80.5321,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,18:3w6,26.565,361243,69512,1.8245,-----,-----,90.1026,90.1898,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,18:3w6,26.562,321800,55901,1.6253,-----,-----,93.3195,91.5959,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,18:3w6,26.536,115260,19668,0.5821,-----,-----,99.1723,97.6079,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,18:3w6,26.542,94588,16426,0.4777,-----,-----,98.2273,94.5164,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,18:3w6,26.539,79333,14779,0.4007,-----,-----,94.8846,90.4025,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,18:3w6,26.535,13047,2489,0.0659,-----,-----,84.9857,70.0535,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,18:3w6,26.517,3955,716,0.02,-----,-----,65.7851,38.0851,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,18:3w6,26.529,28052,5284,0.1417,-----,-----,92.1006,77.9236,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,18:3w6,26.531,29072,6269,0.1468,-----,-----,94.5246,83.5421,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,18:3w6,26.519,59854,11499,0.3023,-----,-----,92.1937,86.6345,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,18:3w6,26.532,50194,9433,0.2535,-----,-----,90.2965,85.5989,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,18:3w6,26.525,29258,5373,0.1478,-----,-----,87.6854,80.6757,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,18:3w6,26.55,108257,22162,0.5468,-----,-----,91.0143,89.5869,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,18:3w6,26.55,44060,8349,0.2225,-----,-----,58.3978,55.8275,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,18:3w6,26.55,36977,6896,0.1868,-----,-----,71.3539,58.9351,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,19:0,27.071,15850957,2157278,27.6733,-----,-----,99.9411,99.9031,1,internal standard
DEME_04F0245_0034_342020_27.qgd,Unknown,19:0,27.095,15150801,2045123,26.451,-----,-----,99.8188,99.722,1,internal standard
DEME_12F1165_0090_342020_21.qgd,Unknown,19:0,27.084,16605057,2208716,28.9899,-----,-----,99.8636,99.7763,1,internal standard
DEME_13F1242_0087_342020_22.qgd,Unknown,19:0,27.101,18013532,2295523,31.4489,-----,-----,99.9345,99.8649,1,internal standard
DEME_14F1312_0088_342020_12.qgd,Unknown,19:0,27.133,19591685,2403352,34.2041,-----,-----,99.783,99.634,1,internal standard
DEME_15F1416_0089_342020_13.qgd,Unknown,19:0,27.146,19609693,2376444,34.2355,-----,-----,99.8198,99.6925,1,internal standard
HIGR_07F0558_0050_342020_26.qgd,Unknown,19:0,27.096,17506493,2288622,30.5637,-----,-----,99.928,99.8868,1,internal standard
HIGR_11F0992_0124_342020_18.qgd,Unknown,19:0,27.088,15910320,2105494,27.777,-----,-----,99.9332,99.9001,1,internal standard
HIGR_12F1091_0125_342020_16.qgd,Unknown,19:0,27.081,16667231,2248102,29.0984,-----,-----,99.945,99.9143,1,internal standard
IRCO_08F0676_0069_342020_10.qgd,Unknown,19:0,27.053,14531342,2052565,25.3695,-----,-----,99.9862,99.9699,1,internal standard
IRCO_09F0720_0070_342020_11.qgd,Unknown,19:0,27.053,13990719,1936974,24.4256,-----,-----,99.9969,99.9874,1,internal standard
IRCO_10F0875_0071_342020_23.qgd,Unknown,19:0,27.055,14507105,2039713,25.3272,-----,-----,99.9739,99.9588,1,internal standard
IRCO_15F1424_0105_342020_20.qgd,Unknown,19:0,27.051,13624535,1977744,23.7863,-----,-----,99.9765,99.9578,1,internal standard
PHAN_02F0095_0051_342020_8.qgd,Unknown,19:0,27.063,17111653,2294220,29.8743,-----,-----,99.9551,99.9157,1,internal standard
PHAN_03F0175_0052_342020_9.qgd,Unknown,19:0,27.066,16951405,2293131,29.5946,-----,-----,99.958,99.9114,1,internal standard
PHAN_04F0230_0053_342020_25.qgd,Unknown,19:0,27.067,16176355,2215565,28.2414,-----,-----,99.9764,99.9611,1,internal standard
PLCA_09F0719_0108_342020_19.qgd,Unknown,19:0,27.09,17977723,2398063,31.3863,-----,-----,99.9188,99.8712,1,internal standard
PLCA_14F1214_0106_342020_14.qgd,Unknown,19:0,27.09,17020975,2263456,29.716,-----,-----,99.936,99.8794,1,internal standard
PLCA_15F1397_0107_342020_15.qgd,Unknown,19:0,27.066,14431761,2107699,25.1956,-----,-----,99.9654,99.9392,1,internal standard
DEME_03F0154_0033_342020_7.qgd,Unknown,18:3w3,27.799,2160339,405959,8.9696,-----,-----,99.6705,99.351,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,18:3w3,27.822,3191820,543326,13.2522,-----,-----,99.4119,99.1556,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,18:3w3,27.813,2178516,408340,9.045,-----,-----,99.1188,99.1347,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,18:3w3,27.816,3298620,578561,13.6956,-----,-----,99.2712,99.1298,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,18:3w3,27.858,4985371,892867,20.6989,-----,-----,99.2498,99.23,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,18:3w3,27.863,5381894,884510,22.3452,-----,-----,99.2316,99.1246,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,18:3w3,27.81,2320657,448170,9.6352,-----,-----,98.5586,98.5773,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,18:3w3,27.816,2476054,443622,10.2804,-----,-----,98.7832,98.662,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,18:3w3,27.803,1472644,291253,6.1143,-----,-----,98.3842,98.3249,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,18:3w3,27.767,2139,851,0.0089,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,18:3w3,27.758,4396,713,0.0183,-----,-----,50.7094,25.1499,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,18:3w3,27.771,12688,2359,0.0527,-----,-----,66.6002,42.5812,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,18:3w3,27.772,41204,7551,0.1711,-----,-----,90.1008,74.4601,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,18:3w3,27.774,387222,71498,1.6077,-----,-----,98.1034,96.7484,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,18:3w3,27.864,25489,5348,0.1058,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,18:3w3,27.768,131751,20262,0.547,-----,-----,96.615,92.6771,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,18:3w3,27.783,237063,39126,0.9843,-----,-----,51.809,47.9074,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,18:3w3,27.786,28626,5209,0.1189,-----,-----,34.7948,31.6868,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,18:3w3,27.781,76165,8308,0.3162,-----,-----,12.8153,8.8085,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,18:4w3c,28.764,2310531,436050,9.5932,-----,-----,98.6489,98.644,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,18:4w3c,28.82,5894679,987143,24.4743,-----,-----,98.9454,98.8924,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,18:4w3c,28.782,2484379,474922,10.315,-----,-----,97.9312,98.1104,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,18:4w3c,28.795,4086178,760630,16.9655,-----,-----,98.488,98.4079,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,18:4w3c,28.835,6454075,1121067,26.7969,-----,-----,98.4723,98.4102,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,18:4w3c,28.852,7797941,1278336,32.3765,-----,-----,98.6223,98.5457,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,18:4w3c,28.794,3938440,693945,16.3521,-----,-----,99.1066,99.1805,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,18:4w3c,28.799,3458999,625270,14.3615,-----,-----,98.9067,98.9023,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,18:4w3c,28.78,2232642,415024,9.2698,-----,-----,98.7335,98.7851,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,18:4w3c,28.737,10697,2095,0.0444,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,18:4w3c,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,18:4w3c,28.73,9423,1715,0.0391,-----,-----,63.4204,34.9287,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,18:4w3c,28.738,53243,10109,0.2211,-----,-----,89.7616,78.9519,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,18:4w3c,28.739,428132,82792,1.7776,-----,-----,98.5836,97.4207,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,18:4w3c,28.729,2554,610,0.0106,-----,-----,24.303,19.3467,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,18:4w3c,28.739,128372,26015,0.533,-----,-----,96.0128,91.7281,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,18:4w3c,28.764,505203,88730,2.0976,-----,-----,96.1601,97.0544,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,18:4w3c,28.769,51375,8120,0.2133,-----,-----,36.7794,36.6393,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,18:4w3c,28.746,128522,22182,0.5336,-----,-----,81.5143,65.4414,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,20:0,30.667,446443,83343,0.8213,-----,-----,98.5445,98.1927,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:0,30.701,458918,85538,0.8443,-----,-----,99.4629,98.0682,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:0,30.701,1528804,265660,2.8126,-----,-----,99.7759,99.544,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:0,30.684,690047,129867,1.2695,-----,-----,99.1347,98.4251,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:0,30.724,1940771,353435,3.5705,-----,-----,99.9402,99.773,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:0,30.712,693752,128314,1.2763,-----,-----,98.9501,97.766,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:0,30.679,828154,150394,1.5236,-----,-----,99.596,99.3191,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:0,30.69,936868,174421,1.7236,-----,-----,99.3572,98.7175,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:0,30.688,946379,176375,1.7411,-----,-----,99.3636,99.392,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:0,30.666,6011,1080,0.0111,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:0,30.661,6132,1210,0.0113,-----,-----,82.1874,71.0511,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:0,30.665,7884,1416,0.0145,-----,-----,78.4634,52.0015,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:0,30.674,3640,1128,0.0067,-----,-----,36.2297,28.6731,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:0,30.664,14184,2690,0.0261,-----,-----,83.8248,71.3339,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:0,30.687,20710,3589,0.0381,-----,-----,94.0979,84.6862,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:0,30.659,17635,3723,0.0324,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:0,30.707,135439,24961,0.2492,-----,-----,93.78,89.8395,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:0,30.745,168634,30805,0.3102,-----,-----,95.1976,88.8469,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:0,30.686,150515,29943,0.2769,-----,-----,91.8895,87.7733,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,20:1w9,31.315,696,451,0.0032,-----,-----,2.8009,5.3659,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:1w9,31.401,2055,572,0.0094,-----,-----,11.191,10.9831,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:1w9,31.389,4433,1033,0.0204,-----,-----,11.8577,10.9952,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:1w9,31.364,3285,904,0.0151,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:1w9,31.361,6967,1424,0.032,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:1w9,31.35,9981,1927,0.0459,-----,-----,20.5485,19.7946,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:1w9,31.391,13240,2176,0.0609,-----,-----,40.4645,27.7162,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:1w9,31.432,8326,1544,0.0383,-----,-----,29.8402,23.0379,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:1w9,31.382,16576,3466,0.0762,-----,-----,31.0325,31.7254,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:1w7,31.871,44,78,0.0002,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:1w7,31.81,8765,1624,0.0403,-----,-----,49.9943,24.3041,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:1w7,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,20:2w6,33.211,74580,11691,0.331,-----,-----,74.2237,63.628,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:2w6,33.246,64165,9913,0.2848,-----,-----,80.1181,71.7761,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:2w6,33.247,95297,13477,0.423,-----,-----,83.4796,71.3862,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:2w6,33.236,82127,12528,0.3645,-----,-----,72.5484,57.2107,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:2w6,33.282,135662,18349,0.6022,-----,-----,81.2138,69.4407,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:2w6,33.277,119177,15169,0.529,-----,-----,67.6239,57.3215,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:2w6,33.23,41842,7183,0.1857,-----,-----,75.7705,71.2246,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:2w6,33.245,56345,9507,0.2501,-----,-----,64.1867,59.9886,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:2w6,33.233,46964,8113,0.2085,-----,-----,70.948,61.2903,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:2w6,33.224,46646,8213,0.207,-----,-----,91.0184,80.2051,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:2w6,33.314,218,386,0.001,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:2w6,33.225,11084,1838,0.0492,-----,-----,42.1653,27.6349,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:2w6,33.255,42241,7204,0.1875,-----,-----,89.261,77.3875,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:2w6,33.283,40460,7578,0.1796,-----,-----,86.9733,74.7337,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:2w6,33.24,56416,9570,0.2504,-----,-----,85.2502,70.8102,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,20:3w6,34.177,50646,7723,0.2708,-----,-----,81.9859,75.7751,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:3w6,34.227,87452,12382,0.4677,-----,-----,95.6397,82.0272,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:3w6,34.222,295976,39958,1.5828,-----,-----,99.1498,95.8294,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:3w6,34.22,88242,12344,0.4719,-----,-----,93.8315,83.8587,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:3w6,34.272,466217,54896,2.4932,-----,-----,98.982,97.5651,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:3w6,34.248,171962,20868,0.9196,-----,-----,97.0155,93.0569,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:3w6,34.192,77994,10615,0.4171,-----,-----,86.8221,78.7054,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:3w6,34.218,41513,5897,0.222,-----,-----,72.8375,58.531,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:3w6,34.207,35870,5968,0.1918,-----,-----,57.629,50.7872,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:3w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:3w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:3w6,34.174,141456,23889,0.7565,-----,-----,97.2206,93.2108,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:3w6,34.164,14805,2409,0.0792,-----,-----,78.3624,58.2306,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:3w6,34.216,24007,3467,0.1284,-----,-----,82.078,60.8032,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:3w6,34.247,26296,3200,0.1406,-----,-----,92.5296,76.5001,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:3w6,34.176,19155,2870,0.1024,-----,-----,45.8769,37.0657,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:3w6,34.236,1182314,178117,6.3227,-----,-----,98.943,98.0702,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:3w6,34.291,1177964,195836,6.2995,-----,-----,97.9724,98.3873,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:3w6,34.227,1142898,180066,6.112,-----,-----,98.7604,97.1188,1,
