ProjID,SiteID,Type,FAvialNum,Date,IceCoverCat,Transect,Depth.m,genusSpecies,Genus,species,Replicate,Tissue,VialAmount,DissectedBy,LinkedTo,Comments,EnteredBy,kingdom,phylum,class,order,family,DESCRIPTION,LAT_DEG,LAT_MIN,LON_DEG,LON_MIN,LAT_DD,LON_DD,DATE,X,LAT_DD.1,LON_DD.1
07F0500,07,FALSE,0500,2019.05.04,0.6,NA,5-30m,Perknaster fuscus,Perknaster,fuscus,4,tube feet,1ml,Lowe,NA,,,Animalia,Echinodermata,Asteroidea,Valvatida,Ganeriidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0501,07,FALSE,0501,2019.05.04,0.6,NA,5-30m,Perknaster fuscus,Perknaster,fuscus,5,tube feet,1ml,Lowe,NA,,,Animalia,Echinodermata,Asteroidea,Valvatida,Ganeriidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0502,07,FALSE,0502,2019.05.04,0.6,NA,5-30m,Isotealia antarctica,Isotealia,antarctica,1,tentacle,0.5ml,Lowe,07S033,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0503,07,FALSE,0503,2019.05.04,0.6,NA,5-30m,Isotealia antarctica,Isotealia,antarctica,2,tentacle,0.5ml,Lowe,07S032,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0504,07,FALSE,0504,2019.05.04,0.6,NA,5-30m,Alcyonium antarcticum,Alcyonium,antarcticum,1,body wall,0.5ml,Lowe,07S027,,,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0505,07,FALSE,0505,2019.05.04,0.6,NA,5-30m,Alcyonium antarcticum,Alcyonium,antarcticum,2,body wall,0.5ml,Lowe,07S028,,,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0506,07,FALSE,0506,2019.05.04,0.6,NA,5-30m,Myriogramme manginii,Myriogramme,mangini,4,thallus,0.5ml,Lowe,NA,,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0507,07,FALSE,0507,2019.05.04,0.6,NA,5-30m,Marseniopsis mollis,Marseniopsis,mollis,1,foot,0.5ml,Lowe,07S029,,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0508,07,FALSE,0508,2019.05.04,0.6,NA,5-30m,Glyptonotus antarcticus,Glyptonotus,antarcticus,1,leg muscle,0.5ml,Lowe,07S035,,,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0509,07,FALSE,0509,2019.05.04,0.6,NA,5-30m,Myriogramme manginii,Myriogramme,mangini,5,thallus,0.5ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0510,07,FALSE,0510,2019.05.04,0.6,NA,5-30m,Glyptonotus antarcticus,Glyptonotus,antarcticus,2,leg muscle,0.5ml,Lowe,07S036,,,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0511,07,FALSE,0511,2019.05.04,0.6,NA,5-30m,Doris kerguelenensis,Austrodoris,kerguelenensis,1,foot,0.5ml,Lowe,07S037,,,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0512,07,FALSE,0512,2019.05.04,0.6,NA,5-30m,Doris kerguelenensis,Austrodoris,kerguelenensis,2,foot,0.5ml,Lowe,07S038,,,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0513,07,FALSE,0513,2019.05.04,0.6,NA,5-30m,Doris kerguelenensis,Austrodoris,kerguelenensis,3,foot,0.5ml,Lowe,07S039,,,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0514,07,FALSE,0514,2019.05.04,0.6,NA,5-30m,Doris kerguelenensis,Austrodoris,kerguelenensis,4,foot,0.5ml,Lowe,NA,,,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0515,07,FALSE,0515,2019.05.04,0.6,NA,5-30m,Plocamium cartilagineum,Plocamium,cartilagineum,1,thallus,0.5ml,Galloway,07S055,,,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0516,07,FALSE,0516,2019.05.04,0.6,NA,5-30m,Iridaea cordata,Iridaea,cordata,1,thallus,0.5ml,Galloway,07S056,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0517,07,FALSE,0517,2019.05.04,0.6,NA,5-30m,Doris kerguelenensis,Austrodoris,kerguelenensis,5,foot,0.5ml,Schram,NA,,,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0518,07,FALSE,0518,2019.05.04,0.6,Amphipod bag,5-30m,Bovallia gigantea,Bovalia,gigantea,1,whole body,1ml,Galloway,see comments,"1 individual, associated with 07S043-45, isotopes are different ind.",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0519,07,FALSE,0519,2019.05.04,0.6,Amphipod bag,5-30m,Bovallia gigantea,Bovalia,gigantea,2,whole body,1ml,Galloway,see comments,"1 individual, associated with 07S043-45, isotopes are different ind.",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0520,07,FALSE,0520,2019.05.04,0.6,Amphipod bag,5-30m,Bovallia gigantea,Bovalia,gigantea,3,whole body,1ml,Galloway,see comments,"1 individual, associated with 07S043-45, isotopes are different ind.",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0521,07,FALSE,0521,2019.05.04,0.6,Amphipod bag,5-30m,Bovallia gigantea,Bovalia,gigantea,4,whole body,1ml,Galloway,NA,2 individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0522,07,FALSE,0522,2019.05.04,0.6,Amphipod bag,5-30m,Bovallia gigantea,Bovalia,gigantea,5,whole body,1ml,Galloway,NA,2 individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0523,07,FALSE,0523,2019.05.04,0.6,NA,5-30m,Hymenocladiopsis sp.,Hymenocladiopsis,sp.,2,part of thallus,1ml,Galloway,07S059,,,NA,Rhodophyta,NA,NA,NA,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0524,07,FALSE,0524,2019.05.04,0.6,NA,5-30m,Polynoidae sp.,Polynoidae,sp.,1,body segment,0.5ml,Lowe,07S057,,,NA,Annelida,NA,NA,NA,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0525,07,FALSE,0525,2019.05.04,0.6,NA,5-30m,Polynoidae sp.,Polynoidae,sp.,2,body segment,0.5ml,Lowe,07S058,,,NA,Annelida,NA,NA,NA,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0526,07,FALSE,0526,2019.05.04,0.6,NA,5-30m,Glyptonotus antarcticus,Glyptonotus,antarcticus,3,leg muscle,0.5ml,Lowe,07S060,,,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0527,07,FALSE,0527,2019.05.04,0.6,NA,5-30m,Plocamium cartilagineum,Plocamium,cartilagineum,2,thallus,0.5ml,Galloway,07S061,,,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0528,07,FALSE,0528,2019.05.04,0.6,T2,5-30m,Plocamium cartilagineum,Plocamium,cartilagineum,3,thallus,0.5ml,Galloway,07S064,,,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0529,07,FALSE,0529,2019.05.04,0.6,Amphipod bag,10-20m,Gondogeneia antarctica,Gondogeneia,antarctica,1,whole body,1ml,Galloway,see comments,"7 individuals, associated with 07S046-48, isotopes are different ind.",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0530,07,FALSE,0530,2019.05.04,0.6,Amphipod bag,10-20m,Gondogeneia antarctica,Gondogeneia,antarctica,2,whole body,1ml,Galloway,see comments,"9 individuals, associated with 07S046-48, isotopes are different ind.",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0531,07,FALSE,0531,2019.05.04,0.6,Amphipod bag,10-20m,Gondogeneia antarctica,Gondogeneia,antarctica,3,whole body,1ml,Galloway,see comments,"10 individuals, associated with07S046-48, isotopes are different ind.",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0532,07,FALSE,0532,2019.05.04,0.6,Amphipod bag,10-20m,Gondogeneia antarctica,Gondogeneia,antarctica,4,whole body,1ml,Galloway,NA,8 individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0533,07,FALSE,0533,2019.05.04,0.6,Amphipod bag,10-20m,Gondogeneia antarctica,Gondogeneia,antarctica,5,whole body,1ml,Galloway,NA,8 individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0534,07,FALSE,0534,2019.05.04,0.6,T2,NA,Hymenocladiopsis sp.,Hymenocladiopsis,sp.,3,thallus,1ml,Galloway,07S063,,,NA,Rhodophyta,NA,NA,NA,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0535,07,FALSE,0535,2019.05.04,0.6,T2,NA,Hymenocladiopsis sp.,Hymenocladiopsis,sp.,4,thallus,1ml,Galloway,07S062,,,NA,Rhodophyta,NA,NA,NA,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0536,07,FALSE,0536,2019.05.04,0.6,T2,NA,Desmarestia anceps,Desmarestia,anceps,1,thallus,1ml,Galloway,07S065,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0537,07,FALSE,0537,2019.05.04,0.6,Amphipod bag,NA,Prostebbingia gracilis,Prostebbingia,gracilis,1,whole body,0.5ml,Galloway,see comments,"12 individuals, associated with 07S040-42, isotopes are different individuals",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0538,07,FALSE,0538,2019.05.04,0.6,Amphipod bag,NA,Prostebbingia gracilis,Prostebbingia,gracilis,2,whole body,0.5ml,Galloway,see comments,"12 individuals,  associated with 07S040-42, isotopes are different individuals",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0539,07,FALSE,0539,2019.05.04,0.6,Amphipod bag,NA,Prostebbingia gracilis,Prostebbingia,gracilis,3,whole body,0.5ml,Galloway,see comments,"10 individuals,  associated with 07S040-42, isotopes are different individuals",,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0540,07,FALSE,0540,2019.05.04,0.6,Amphipod bag,NA,Prostebbingia gracilis,Prostebbingia,gracilis,4,whole body,0.5ml,Galloway,NA,10 individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0541,07,FALSE,0541,2019.05.04,0.6,Amphipod bag,NA,Prostebbingia gracilis,Prostebbingia,gracilis,5,whole body,0.5ml,Galloway,NA,10 individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0542,07,FALSE,0542,2019.05.04,0.6,T2,NA,Iridaea cordata,Iridaea,cordata,2,thallus,1ml,Galloway,07S072,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0543,07,FALSE,0543,2019.05.04,0.6,T2,NA,Plocamium cartilagineum,Plocamium,cartilagineum,4,thallus,1ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0544,07,FALSE,0544,2019.05.04,0.6,T2,NA,Plocamium cartilagineum,Plocamium,cartilagineum,5,thallus,1ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0545,07,FALSE,0545,2019.05.04,0.6,T2,NA,Desmarestia anceps,Desmarestia,anceps,2,partial thallus,1ml,Galloway,07S073,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0546,07,FALSE,0546,2019.05.04,0.6,T2,NA,Iridaea cordata,Iridaea,cordata,3,thallus,1ml,Galloway,07S074,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0547,07,FALSE,0547,2019.05.04,0.6,T2,NA,Hymenocladiopsis sp.,Hymenocladiopsis,sp.,4,thallus,1ml,Galloway,NA,,,NA,Rhodophyta,NA,NA,NA,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0548,07,FALSE,0548,2019.05.04,0.6,Amphipod bag,NA,Eurymera monticulosa,Eurymera,monticulosa,1,whole individual,0.25ml,Galloway,07S066,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0549,07,FALSE,0549,2019.05.04,0.6,Amphipod bag,NA,Eurymera monticulosa,Eurymera,monticulosa,2,whole individual,0.25ml,Galloway,07S067,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0550,07,FALSE,0550,2019.05.04,0.6,Amphipod bag,NA,Eurymera monticulosa,Eurymera,monticulosa,3,whole individual,0.25ml,Galloway,07S068,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0551,07,FALSE,0551,2019.05.04,0.6,Amphipod bag,NA,Metaleptamphopus pectinatus,Metalaptamphopus,pectatus,1,whole individual,0.25ml,Galloway,see comments,"12 individuals, associated with 07S052-54, isotopes are different individuals",,Animalia,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0552,07,FALSE,0552,2019.05.04,0.6,Amphipod bag,NA,Metaleptamphopus pectinatus,Metalaptamphopus,pectatus,2,whole individual,0.25ml,Galloway,see comments,"13 individuals,  associated with 07S052-54, isotopes are different individuals",,Animalia,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0553,07,FALSE,0553,2019.05.04,0.6,Amphipod bag,NA,Metaleptamphopus pectinatus,Metalaptamphopus,pectatus,3,whole individual,0.25ml,Galloway,see comments,"15 individuals,  associated with  07S052-54, isotopes are different individuals",,Animalia,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0554,07,FALSE,0554,2019.05.04,0.6,NA,NA,Margarella antarctica,Margarella,antarctica,1,whole individual,0.25ml,Galloway,07S069,Note that not sure that these are truly linked to the isotope number. This is what was in the raw sheet,,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0555,07,FALSE,0555,2019.05.04,0.6,NA,NA,Margarella antarctica,Margarella,antarctica,2,whole individual,0.25ml,Galloway,07S070,Note that not sure that these are truly linked to the isotope number. This is what was in the raw sheet,,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0556,07,FALSE,0556,2019.05.04,0.6,NA,NA,Margarella antarctica,Margarella,antarctica,3,whole individual,0.25ml,Galloway,07S071,Note that not sure that these are truly linked to the isotope number. This is what was in the raw sheet,,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0557,07,FALSE,0557,2019.05.04,0.6,T3,NA,Himantothallus grandifolius,Himantothallus,grandifolius,1,thallus,1ml,Galloway,07S075,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0558,07,FALSE,0558,2019.05.04,0.6,T3,NA,Himantothallus grandifolius,Himantothallus,grandifolius,2,thallus,1ml,Galloway,07S076,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0559,07,FALSE,0559,2019.05.04,0.6,T3,NA,Himantothallus grandifolius,Himantothallus,grandifolius,3,thallus,1ml,Galloway,07S077,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0560,07,FALSE,0560,2019.05.04,0.6,T3,NA,Himantothallus grandifolius,Himantothallus,grandifolius,4,thallus,1ml,Galloway,NA,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0561,07,FALSE,0561,2019.05.04,0.6,T3,NA,Iridaea cordata,Iridaea,cordata,4,thallus,1ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0562,07,FALSE,0562,2019.05.04,0.6,T3,NA,Iridaea cordata,Iridaea,cordata,5,thallus,1ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0563,07,FALSE,0563,2019.05.04,0.6,T3,NA,Desmarestia menziesii,Desmarestia,menziesii,1,thallus,1.5ml,Galloway,07S080,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0564,07,FALSE,0564,2019.05.04,0.6,T3,NA,Desmarestia menziesii,Desmarestia,menziesii,2,thallus,1.5ml,Galloway,07S078,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0565,07,FALSE,0565,2019.05.04,0.6,T3,10-35m,Desmarestia menziesii,Desmarestia,menziesii,3,thallus,1.5ml,Galloway,07S079,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0566,07,FALSE,0566,2019.05.04,0.6,T3,10-35m,Desmarestia menziesii,Desmarestia,menziesii,4,thallus,1.5ml,Galloway,NA,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0567,07,FALSE,0567,2019.05.04,0.6,T3,10-35m,Desmarestia menziesii,Desmarestia,menziesii,5,thallus,1.5ml,Galloway,NA,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0568,07,FALSE,0568,2019.05.04,0.6,T3,10-35m,Paradexamine fissicauda,Paradexamine,fissicauda,1,whole body,0.5ml,Galloway,NA,"1 big ind, 12 small, split later",,Animalia,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0569,07,FALSE,0569,2019.05.04,0.6,T3,10-35m,Himantothallus grandifolius,Himantothallus,grandifolius,5,thallus,1ml,Galloway,NA,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0570,07,FALSE,0570,2019.05.04,0.6,Bulk collection,5-10m,Desmarestia antarctica,Desmarestia,antarctica,1,thallus,1ml,Galloway,07S084,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0571,07,FALSE,0571,2019.05.04,0.6,Bulk collection,5-10m,Desmarestia antarctica,Desmarestia,antarctica,2,thallus,1ml,Galloway,07S085,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0572,07,FALSE,0572,2019.05.04,0.6,Bulk collection,5-10m,Desmarestia antarctica,Desmarestia,antarctica,3,thallus,1ml,Galloway,07S086,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0573,07,FALSE,0573,2019.05.04,0.6,Bulk collection,5-10m,Desmarestia antarctica,Desmarestia,antarctica,4,thallus,1ml,Galloway,NA,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
07F0574,07,FALSE,0574,2019.05.04,0.6,Bulk collection,5-10m,Desmarestia antarctica,Desmarestia,antarctica,5,thallus,1ml,Galloway,NA,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
08F0575,08,FALSE,0575,2019.05.05,0.8,Algae collection,5-10m,Benthic diatoms,Diatom,benthic,1,fuzzball,0.25ml,Galloway,see comments,"SI on different material, associated with 08S008-10",,NA,Ochrophyta,NA,NA,NA,Small island to the norht of Lahille Island and south of Lippmann Island,65,30.787,64,25.216,-65.51311667,-64.42026667,5/5/2019,NA,-65.51311667,-64.42026667
